"","x"
"1",0.567728638648987
"2",0.527454137802124
"3",0.51449316740036
"4",0.537795782089233
"5",0.514869272708893
"6",0.528023064136505
"7",0.510413646697998
"8",0.478737354278564
"9",0.494493365287781
"10",0.519460380077362
"11",0.555525183677673
"12",0.553434014320374
"13",0.470250964164734
"14",0.40465921163559
"15",0.418247520923615
"16",0.559663116931915
"17",0.573620080947876
"18",0.477835148572922
"19",0.456333488225937
"20",0.437314569950104
"21",0.335790008306503
"22",0.299680382013321
"23",0.284513056278229
"24",0.286688029766083
"25",0.324041783809662
"26",0.365462929010391
"27",0.466408908367157
"28",0.564388811588287
"29",0.642800033092499
"30",0.569627940654755
"31",0.457575052976608
"32",0.496713042259216
"33",0.573128938674927
"34",0.595193445682526
"35",0.585884869098663
"36",0.564127564430237
"37",0.595104038715363
"38",0.648389279842377
"39",0.659533560276031
"40",0.669000864028931
"41",0.634317755699158
"42",0.594883382320404
"43",0.567934036254883
"44",0.573496699333191
"45",0.600840270519257
"46",0.679562449455261
"47",0.72916054725647
"48",0.628404319286346
"49",0.561841368675232
"50",0.508923351764679
"51",0.43877649307251
"52",0.384029805660248
"53",0.348734527826309
"54",0.328341782093048
"55",0.312545627355576
"56",0.399729162454605
"57",0.498811632394791
"58",0.446514993906021
"59",0.405464291572571
"60",0.382731825113297
"61",0.351372987031937
"62",0.307705700397491
"63",0.279416024684906
"64",0.274995416402817
"65",0.27207738161087
"66",0.262195259332657
"67",0.253354042768478
"68",0.236043334007263
"69",0.223615989089012
"70",0.208781152963638
"71",0.19684787094593
"72",0.196021139621735
"73",0.191770702600479
"74",0.181064650416374
"75",0.176208212971687
"76",0.178929448127747
"77",0.183088704943657
"78",0.181955546140671
"79",0.177224799990654
"80",0.180111184716225
"81",0.192693024873734
"82",0.191586196422577
"83",0.189207836985588
"84",0.193578690290451
"85",0.193142458796501
"86",0.190583780407906
"87",0.185743823647499
"88",0.179331466555595
"89",0.18264876306057
"90",0.196084409952164
"91",0.203918844461441
"92",0.213586121797562
"93",0.233490630984306
"94",0.24627298116684
"95",0.255980610847473
"96",0.268558412790298
"97",0.274496078491211
"98",0.286522060632706
"99",0.304735600948334
"100",0.315171420574188
"101",0.329929858446121
"102",0.344113677740097
"103",0.35163688659668
"104",0.362344354391098
"105",0.376948475837708
"106",0.385407984256744
"107",0.386914908885956
"108",0.402828365564346
"109",0.416953772306442
"110",0.424969136714935
"111",0.431135714054108
